category_name,brand_name,waves,mean_p,obs_var,noise_var,signal_var,reliability,max_attainable_r
Feminine Hygiene Products (Female Only),Vagisil,17,0.28213780119288234,0.0015953730523084436,8.44892953862279e-4,7.504800984461646e-4,0.4704104142665872,0.6858647200917883
Feminine Hygiene Products (Female Only),Vush,17,0.04089230635723529,1.4678635594273022e-4,1.6925739179396e-4,0,0,0
Floor Cleaning Appliances,Bissell,25,0.23712136775064,9.469943773148793e-4,7.621568938666424e-4,1.8483748344823683e-4,0.1951832955675276,0.4417955359298321
Floor Cleaning Appliances,Dyson,25,0.67513943421116,0.0016747908849852333,9.235235093767683e-4,7.51267375608465e-4,0.448573838288527,0.6697565515084768
Floor Cleaning Appliances,Hoover,25,0.32663962104912003,0.0014705573985543878,9.242823838563032e-4,5.462750146980846e-4,0.371474799443458,0.609487325088437
Floor Cleaning Appliances,Kärcher,25,0.25472252386296,9.722834690180904e-4,8.010091610752113e-4,1.712743079428791e-4,0.1761567623029209,0.4197103314226622
Floor Cleaning Appliances,Shark,25,0.1709911942144,0.002224332067353545,5.87843226151782e-4,0.001636488841201763,0.7357214622854477,0.8577420721204293
Floor Cleaning Appliances,Tineco,25,0.028586940058039998,1.8638485938466878e-4,1.1709218579263301e-4,6.929267359203577e-5,0.3717720088466343,0.6097310955221443
Floor Cleaning Appliances,Vax,25,0.17364952503408,7.591601215300863e-4,6.047358098835594e-4,1.5442431164652685e-4,0.20341467796712615,0.4510151637884542
Fresh Meat & Poultry,Cleaver's Organic,18,0.058116570774777776,2.6971236414500454e-4,1.627446061983982e-4,1.0696775794660632e-4,0.3965993857407946,0.6297613720615092
Fresh Meat & Poultry,Coles Finest,18,0.30482135549127776,3.176422235363974e-4,6.553188807904765e-4,0,0,0
Fresh Meat & Poultry,Coles Graze,18,0.18675646232594445,7.772601697067439e-4,4.7141445767010046e-4,3.058457120366434e-4,0.3934920686236082,0.6272894615913838
Fresh Meat & Poultry,Farm Grown Organic,18,0.051214337932666665,3.4409764521711603e-4,1.5250190557704858e-4,1.9159573964006745e-4,0.5568063086254946,0.7461945514579255
Fresh Meat & Poultry,Lilydale,18,0.5980214105625555,7.521418655425811e-4,7.413136126745918e-4,1.0828252867989296e-5,0.01439655650623569,0.1199856512514546
Fresh Meat & Poultry,Macro,18,0.39494966837766665,7.019516844969814e-4,7.372515169105394e-4,0,0,0
Fresh Milk (Dairy),Dairy Farmers,16,0.5960279758364375,9.9613984011467e-4,8.284865939686273e-4,1.676532461460426e-4,0.16830292233542563,0.4102473916253772
Fresh Milk (Dairy),Farmhouse Gold,16,0.2294060194428125,6.583103615041509e-4,6.081049932079275e-4,5.020536829622338e-5,0.07626398008002007,0.27615933820897687
Fresh Milk (Dairy),Norco,16,0.2225458487226875,7.911953873501849e-4,5.953140995904366e-4,1.9588128775974828e-4,0.2475763773292207,0.4975704747362133
Fresh Milk (Dairy),PURA,16,0.3487610084425625,7.116605696720546e-4,7.786572890857576e-4,0,0,0
Fresh Milk (Dairy),Pauls,16,0.44089167770825,5.595012025267129e-4,8.484649685784038e-4,0,0,0
Fresh Milk (Dairy),Zymil,16,0.148982836933875,7.130467795065086e-4,4.322937715625537e-4,2.8075300794395486e-4,0.3937371516329697,0.6274847819931331
Fresh Milk (Dairy),a2 Milk,16,0.3175224839756875,7.962064590437641e-4,7.433508691215643e-4,5.285558992219983e-5,0.06638427674359595,0.25765146369387454
Furniture & Homeware,Brosa,37,0.03361172457732432,2.4760040057695296e-4,1.2847454187406155e-4,1.1912585870289141e-4,0.481121429631402,0.693629172996207
Furniture & Homeware,Castlery,23,0.03180142581247826,1.7804941760995159e-4,1.3177194143102822e-4,4.6277476178923363e-5,0.25991366217384815,0.5098172831258746
Furniture & Homeware,Ecosa,23,0.05592611967230435,2.286399341052613e-4,2.2710398699516494e-4,1.5359471100963686e-6,0.0067177552167647534,0.0819619132082991
Furniture & Homeware,Fantastic Furniture,25,0.50197230099832,0.0021820379529041488,0.0010515614792223234,0.0011304764736818254,0.5180828647720062,0.7197797335101942
Furniture & Homeware,Freedom,37,0.4924652914928649,0.0032823355640482776,0.0010050949374661063,0.0022772406265821714,0.6937866595740535,0.8329385689077278
Furniture & Homeware,Ikea,23,0.6672003324723044,0.001728570063737767,9.560062440075987e-4,7.725638197301684e-4,0.4469380998416795,0.6685342921957552
Furniture & Homeware,Koala,23,0.2111692379122174,4.909304082430334e-4,7.19316402683466e-4,0,0,0
Furniture & Homeware,Lounge Lovers,37,0.05874137229762162,2.8343357319136154e-4,2.2105160351257853e-4,6.238196967878301e-5,0.2200937912061163,0.46914154709012534
Furniture & Homeware,Nick Scali,37,0.3192316799081892,0.0018262756119222013,8.735038714207563e-4,9.52771740501445e-4,0.5217020554190223,0.7222894540411221
Furniture & Homeware,Temple & Webster,37,0.32347670938175677,0.0010206800449332322,8.860479014278492e-4,1.34632143505383e-4,0.13190435550661714,0.3631863922376734
Furniture & Homeware,West Elm,37,0.05799078075524324,2.3453529310556523e-4,2.2068211531446884e-4,1.3853177791096384e-5,0.05906649531361157,0.24303599592161562
Garden Care,BioGuano,20,0,0,0,0,NA,NA
Garden Care,Brunnings,20,0.45486969912795,0.001428590018538675,0.001058259883628216,3.70330134910459e-4,0.2592277211129299,0.5091441064305173
Garden Care,Garden Basics,7,0.13543567157957143,0.0010153745081205427,5.255540123162326e-4,4.898204958043101e-4,0.48240377504746246,0.6945529317823534
Garden Care,Neutrog,20,0.04786281255355,2.955245625895675e-4,1.923735539370994e-4,1.0315100865246812e-4,0.34904377405585413,0.5907992671422791
Garden Care,PowerFeed,10,0.1768407357162,8.159705816748467e-4,6.543710892910568e-4,1.615994923837899e-4,0.19804573352643873,0.4450232954873697
Garden Care,Richgro,20,0.27600518846315003,7.393285933575333e-4,8.50137839628075e-4,0,0,0
Garden Care,Scotts,20,0.28671002568415,0.0011027084621967923,8.726246562439257e-4,2.3008380595286658e-4,0.2086533420578804,0.45678588206935683
Garden Care,Seasol,20,0.5594252861537,0.0012424108755492182,0.0010523318996151186,1.9007897593409958e-4,0.15299204126016167,0.3911419707218361
Garden Care,Yates,20,0.64937505642105,0.0019573778884128747,9.684818902275135e-4,9.888959981853612e-4,0.5052146568321563,0.7107845361515375
Haircare,BondiBoost,20,0.047802530752699995,0.0025926773209178225,1.8106834916135038e-4,0.002411608971756472,0.9301616334202163,0.9644488754828927
Haircare,Fruits,9,0.05473816976,8.677875533196394e-5,2.1496699752254704e-4,0,0,0
Haircare,Garnier Fructis,20,0.38793910287215,0.001281213229413271,8.735663804782637e-4,4.0764684893500726e-4,0.31817252552230385,0.5640678376953466
Haircare,Georgiemane,20,0.0197176206226,4.4687905286812406e-4,7.969969369314126e-5,3.671793591749828e-4,0.8216526525877216,0.9064505792307276
Haircare,Glow Lab,20,0.10283521169865,5.473844764776102e-4,3.4111895068548727e-4,2.0626552579212297e-4,0.376820196143359,0.6138568205561937
Haircare,Herbal Essences,20,0.2822001699555,0.0015398662442107107,7.458950540171479e-4,7.939711901935628e-4,0.5156104909621736,0.7180602279490026
Haircare,MONDAY,20,0.0350495133803,1.3337928543894783e-4,1.259938321035612e-4,7.385453335386616e-6,0.05537181662865622,0.23531216846703068
Haircare,My Soda,20,0.0420501136936,2.469062764751626e-4,1.5004728141933618e-4,9.685899505582643e-5,0.3922905340382058,0.6263310099605526
Haircare,OC Naturals,20,0.07290693905585,3.7774331383644646e-4,2.508351400719982e-4,1.2690817376444826e-4,0.3359640504964606,0.5796240596252545
Haircare,OGX,20,0.05779807774995,2.0544084763549064e-4,2.0389451118439262e-4,1.5463364510980222e-6,0.007526918180563849,0.0867578133689632
Haircare,Palmolive,20,0.38380442703445,4.1282513660174914e-4,8.725117389441027e-4,0,0,0
Haircare,Sukin,20,0.28999171652025,0.0012076487319236018,7.54848183733661e-4,4.5280054818994076e-4,0.37494391888997225,0.6123266439491035
Haircare,Sunsilk,20,0.36007944997925,0.0012246485675709124,8.476648814763986e-4,3.769836860945138e-4,0.30783009597786903,0.5548243830058923
Haircare,Thanks To Nature,20,0.02994614057215,1.2787283720175298e-4,1.1029489560858638e-4,1.7577941593166594e-5,0.1374642338265536,0.3707616941197588
Health & Beauty Retailers,Adore Beauty,35,0.1602856092956,7.068927837414628e-4,4.963037586727615e-4,2.105890250687013e-4,0.29790801365107955,0.5458095030787569
Health & Beauty Retailers,Biome,35,0.0651317123214,4.2414716917498824e-4,2.2305560413870878e-4,2.0109156503627946e-4,0.4741079975316684,0.6885550069033471
Health & Beauty Retailers,Chemist Warehouse,35,0.7951690416117715,0.0012314087353559816,5.944168373009209e-4,6.369918980550607e-4,0.5172871360790826,0.7192267626271165
Health & Beauty Retailers,Mecca,35,0.2532008308692,8.298304628449287e-4,6.947066259581731e-4,1.3512383688675555e-4,0.16283306402552047,0.40352579102892605
Health & Beauty Retailers,Nourished Life,35,0.04995470463751429,2.2005335403830134e-4,1.7478092275997016e-4,4.527243127833117e-5,0.20573388429449382,0.45357897250037266
Health & Beauty Retailers,Shop Naturally,35,0.037653283597628574,1.656383451583124e-4,1.328849935058898e-4,3.27533516524226e-5,0.19774015262660272,0.44467983159415125
Healthy Beverages,Bundaberg,36,0.5090106721258333,0.003758394396459237,9.044141815569996e-4,0.0028539802149022374,0.7593615554532959,0.8714135387135639
Healthy Beverages,LoBros,36,0.04762078641722222,1.745802831389505e-4,1.6486462314140596e-4,9.71565999754453e-6,0.05565153076199173,0.2359057666993152
Healthy Beverages,Naked Life,36,0.07387034536913889,5.219801995587063e-4,2.458030945878324e-4,2.7617710497087385e-4,0.5290949833046543,0.7273891553389109
Healthy Beverages,Nexba,36,0.14811056166288888,3.259774748490269e-4,4.6105309453226435e-4,0,0,0
Healthy Beverages,Remedy,36,0.10785461810061112,4.2974959585563664e-4,3.5169551669156406e-4,7.805407916407258e-5,0.18162688206527794,0.42617705483200047
Healthy Beverages,SORTED.,36,0.010057911586333334,1.0032477928162466e-4,3.733496158287388e-5,6.298981769875078e-5,0.6278590209695871,0.7923755555098776
Healthy Beverages,Shine,36,0.04018321909361111,1.2334331624630298e-4,1.423039171435341e-4,0,0,0
Healthy Beverages,Ārepa,36,0.018047731792694446,1.4983755871802827e-4,6.601900447525325e-5,8.381855424277502e-5,0.5593961551423093,0.747927907717254
Holiday Destinations,Bali,20,0.4254209314508,9.363441488066224e-4,9.907916236360451e-4,0,0,0
Holiday Destinations,"Byron Bay, New South Wales",20,0.4328034542209,9.142751769730952e-4,9.933861080237117e-4,0,0,0
Holiday Destinations,"Margaret River Region, Western Australia",20,0.4366983881253,0.00114829781496263,9.948151011919442e-4,1.5348271377068593e-4,0.13366106925465224,0.36559686712915396
Holiday Destinations,"Noosa, Queensland",20,0.4647368718428,5.612709560053576e-4,0.001008838496382008,0,0,0
Holiday Destinations,"Port Douglas, Queensland",20,0.4481898502496,0.0010024694989115078,0.0010003544172881619,2.1150816233459022e-6,0.002109871298470907,0.04593333537280857
Holiday Destinations,Tasmania,20,0.60302985762845,0.0016259149530057592,9.671978322187668e-4,6.587171207869923e-4,0.4051362708542967,0.6365031585579892
Holiday Destinations,Visit Noosa,20,0.0169721034934,0.0027385279788044205,4.299768309372241e-5,0.002695530295710698,0.9842989798072121,0.9921184303334013
Homeware,Adairs,21,0.43517919355714285,0.0016708422488059696,9.664941485676551e-4,7.043481002383145e-4,0.421552723329603,0.6492709167440067
Homeware,Bed Bath N’ Table,21,0.38689290436014284,0.017467481851924465,9.089764395764723e-4,0.016558505412347994,0.947961792816958,0.9736332948379272
Homeware,Bed Threads,21,0.07740390065342857,4.3172369742328813e-4,2.756553176029451e-4,1.5606837982034302e-4,0.36150060965341013,0.6012492076114613
Homeware,Cultiver,21,0.015210634201999999,8.632130214500586e-5,5.6456882171431997e-5,2.9864419973573866e-5,0.3459681356915406,0.5881905606957158
Homeware,Dusk,21,0.25621913674314284,0.022779623365447005,7.253351001272336e-4,0.02205428826531977,0.9681585999693283,0.9839505068697959
Homeware,Freedom,9,0.40063411818144445,6.970040096864147e-4,0.0010219101724098995,0,0,0
Homeware,I Love Linen,21,0.03644108500157143,1.0976796733991941e-4,1.3714406325546333e-4,0,0,0
Homeware,Koala,21,0.20234608185138095,0.0051603651078925014,6.492075080464118e-4,0.0045111575998460895,0.874193493198091,0.9349831512910225
Homeware,Pillow Talk,21,0.252982903146,0.007908796224087902,7.501366893508246e-4,0.007158659534737077,0.9051515972726512,0.951394553943132
Homeware,Sheet Society,21,0.045166216767,1.456688704498951e-4,1.668047045402862e-4,0,0,0
Homeware,Sheridan,21,0.46887874205200003,0.002229745117822818,9.764636417982872e-4,0.0012532814760245307,0.5620738738283539,0.7497158620626577
Homeware,Temple & Webster,21,0.3113454430517619,0.012109245899363411,8.372060566615349e-4,0.011272039842701876,0.930862246615576,0.9648120265707596
Household Cleaners (Indoor),Ajax,24,0.5861120687658333,0.0017786040517562666,8.546314284788397e-4,9.23972623277427e-4,0.5194931510276605,0.7207587328833834
Household Cleaners (Indoor),Bosisto's,24,0.23642052028045832,0.0010674923203646423,6.263057212830198e-4,4.411865990816225e-4,0.4132925274168891,0.6428783146264067
Household Cleaners (Indoor),Dettol,24,0.5526394164225,0.06469455803493054,7.069637836006677e-4,0.06398759425132988,0.9890722835880732,0.9945211328011453
Household Cleaners (Indoor),Earth Choice,24,0.461290646129875,0.001978166749574711,8.693682891254208e-4,0.00110879846044929,0.5605181973095404,0.7486776324357103
Household Cleaners (Indoor),Earthwise,24,0.04672262878420833,0.0024131159710226746,1.6856753045168147e-4,0.002244548440570993,0.9301452841571295,0.964440399484141
Household Cleaners (Indoor),Ecostore,24,0.09549678787416667,3.937743620469471e-4,2.9895240155798137e-4,9.482196048896574e-5,0.2408027785152268,0.49071659694290637
Household Cleaners (Indoor),Koala Eco,24,0.031256623086208336,8.640614288746717e-5,1.017522083812668e-4,0,0,0
Household Cleaners (Indoor),Koh,24,0.118600854411875,3.317232214313449e-4,3.664375193147754e-4,0,0,0
Household Cleaners (Indoor),Lucent Globe,24,0.01129338149775,1.6363237413576835e-4,4.381475088158828e-5,1.1981762325418007e-4,0.7322366609114007,0.8557082802634323
Household Cleaners (Indoor),Organic Choice,24,0.058878727080333336,2.4093102237797683e-4,1.8549216666797794e-4,5.543885570999889e-5,0.23010260431728646,0.4796901127991763
Household Cleaners (Indoor),Pine O Cleen,24,0.6664090317337084,0.002360204610133708,7.899207538611269e-4,0.0015702838562725813,0.6653168329264567,0.815669561113112
Household Cleaners (Indoor),Pleasant State,24,0.005666871328291667,1.573399409921458e-5,2.0002107436211294e-5,0,0,0
Household Cleaners (Indoor),Skipper (formerly Tirtyl),24,0.014864956920875,4.112169562284437e-5,5.3048857318397356e-5,0,0,0
Household Cleaners (Indoor),Thankyou,9,0.11941757978944444,1.9373331285793723e-4,4.618017675980936e-4,0,0,0
Household Cleaners (Indoor),Undo This Mess,24,0.014963841623833333,1.3056355326744758e-4,5.5889603796198295e-5,7.467394947124928e-5,0.571935640555726,0.7562642663485601
Household Cleaners (Indoor),White King,24,0.42843054748945836,0.03955203105634467,7.849741328863776e-4,0.0387670569234583,0.980153379942281,0.9900269591997387
Household Cleaners (Indoor),Zero Co,24,0.021068252466375,3.331276677610486e-5,7.138741608282443e-5,0,0,0
Kitchenware Retailers,Everten,28,0.02811871495775,1.9513438616762066e-4,1.143236079348445e-4,8.081077823277616e-5,0.41412884638056363,0.6435284347878993
Kitchenware Retailers,House,28,0.4143914791995,8.076196270269636e-4,0.0010082762057946803,0,0,0
Kitchenware Retailers,Kitchen Warehouse,28,0.29037793818814284,0.001252204607440285,8.534952169194263e-4,3.987093905208586e-4,0.318405944325574,0.5642747064378962
Kitchenware Retailers,Kitchenware,2,0.1384154582455,0.0019648164250118598,5.133283307822612e-4,0.0014514880942295984,0.7387398007021634,0.8594997386283275
Kitchenware Retailers,Minimax,28,0.07091270254414285,2.680942636709231e-4,2.72624671566869e-4,0,0,0
Kitchenware Retailers,Myer,28,0.5457532118376429,0.0014631871272579174,0.001028074919301933,4.3511220795598433e-4,0.29737290593268506,0.5453190863454946
Kitchenware Retailers,Peter's of Kensington,28,0.15367383316264285,7.809558403998417e-4,5.388120669350766e-4,2.421437734647651e-4,0.31006077544767435,0.5568310115714411
Kitchenware Retailers,Victoria's Basement,28,0.1724380130082143,6.386273284216061e-4,5.908275407200095e-4,4.779978770159661e-5,0.07484770158479714,0.27358307985838076
Laundry Care,Biozet Attack,20,0.17946742251484998,0.0010459239449606722,5.774584050508425e-4,4.684655399098298e-4,0.4478963715927209,0.6692506044769185
Laundry Care,Bosisto's,20,0.1288444362804,4.3134161926777493e-4,4.4356381305921306e-4,0,0,0
Laundry Care,Calgon,20,0.01136042001385,1.9607179309033825e-4,4.536716878168503e-5,1.507046243086532e-4,0.7686196057747963,0.8767095332975433
Laundry Care,Cold Power,20,0.4499423191281,0.001656516269506087,9.736361201115505e-4,6.828801493945364e-4,0.4122387216867761,0.6420581918228099
Laundry Care,Dynamo,20,0.30749464516675,0.0013764563859779775,8.396544788265625e-4,5.36801907151415e-4,0.3899883153726046,0.6244904445807034
Laundry Care,Earth Choice,20,0.35727629656890003,0.001009226179868509,9.064105358417826e-4,1.028156440267264e-4,0.10187572030694064,0.319179761743975
Laundry Care,Earthwise,9,0.1012296185311111,3.354586887655716e-4,3.7931216472703705e-4,0,0,0
Laundry Care,Ecostore,20,0.0863168104217,5.230069715024378e-4,3.136484963991976e-4,2.0935847510324015e-4,0.4002976757686763,0.6326908216251255
Laundry Care,Fab,20,0.38176052958965,0.001554750465885716,9.294821270148671e-4,6.252683388708489e-4,0.4021663621207817,0.6341658790259704
Laundry Care,OMO,20,0.511071670274,0.0013679451884641679,9.844311389144282e-4,3.835140495497397e-4,0.2803577605184036,0.5294882062127575
Laundry Care,Organic Choice,20,0.05018056948675,2.2891146040251948e-4,1.877672302135828e-4,4.114423018893669e-5,0.1797386208475032,0.42395591851925263
Laundry Care,Radiant,20,0.3236337674988,0.0016151852883338434,8.628235941389045e-4,7.52361694194939e-4,0.46580519252440894,0.6824992252921676
Laundry Care,Undo This Mess,20,0.0199328598772,7.389354773328857e-5,7.85758476220728e-5,0,0,0
Laundry Care,Woolite,20,0.0078865027523,1.0278303518872507e-4,3.28410066278673e-5,6.994202856085777e-5,0.6804822258112315,0.824913465650326
Liquor Retailer,BWS,24,0.7117904316936666,0.0024379833543497244,8.445635234662685e-4,0.0015934198308834558,0.6535810952279711,0.8084436252627459
Liquor Retailer,Bottlemart,24,0.17731299278825,8.452917059803436e-4,5.979345953510511e-4,2.4735711062929253e-4,0.29262928865771287,0.540952205520703
Liquor Retailer,Cellarbrations,24,0.30495450228525,0.0012444886425172419,8.7232004966958e-4,3.721685928476619e-4,0.2990534265502593,0.5468577754318387
Liquor Retailer,Dan Murphy's,24,0.7245771286688333,0.002001359990911721,8.256588997058885e-4,0.0011757010912058325,0.5874510815369308,0.7664535742867475
Liquor Retailer,First Choice,24,0.276295980167375,0.0013172941387497284,8.205143218640573e-4,4.967798168856711e-4,0.37712140536598404,0.6141021131424187
Liquor Retailer,Harry Brown,24,0.02021797714275,8.645449813457493e-5,8.179827982623634e-5,4.656218308338587e-6,0.05385744419093991,0.23207206680455947
Liquor Retailer,Liquor Legends,24,0.05828447083245833,1.5845985438076848e-4,2.257074221262112e-4,0,0,0
Liquor Retailer,Liquorland,24,0.5971536542295417,0.0020956538096187395,9.908738493702128e-4,0.0011047799602485267,0.5271767479808692,0.7260693823463906
Liquor Retailer,SipnSave,24,0.043535207983458335,1.4586945998009822e-4,1.720150577476411e-4,0,0,0
Liquor Retailer,The Bottle-O,24,0.207859291009625,8.621441556875405e-4,6.768264278804486e-4,1.8531772780709188e-4,0.2149498162048146,0.4636268070386079
Liquor Retailer,Thirstycamel,24,0.21860607934541668,9.071644235276928e-4,7.025840772889779e-4,2.045803462387149e-4,0.22551628010627087,0.4748855442169943
"Mattresses, beds, and pillows",Ecosa,34,0.072074220168588235,3.958810367457712e-4,0.00027376345611877253,1.2211758062699867e-4,0.308470397144637,0.5554011137409044
"Mattresses, beds, and pillows",Emma,34,0.11433490875058823,6.332573543206178e-4,4.154654916912997e-4,2.1779186262931808e-4,0.3439231477429478,0.5864496122796465
"Mattresses, beds, and pillows",Eva,34,0.025717747371,1.2593422577429034e-4,1.0343457627303419e-4,2.2499649501256153e-5,0.1786619115091228,0.4226841746613218
"Mattresses, beds, and pillows",Ikea,24,0.32058778444954167,0.0013344404621417909,9.298214715136944e-4,4.046189906280965e-4,0.3032124715243412,0.5506473204550634
"Mattresses, beds, and pillows",Koala,34,0.30483112697538234,0.0012248872557818985,8.654687161689849e-4,3.594185396129136e-4,0.2934298956220924,0.5416916979445895
"Mattresses, beds, and pillows",Noa,34,0.010737813156235294,6.760188025418856e-5,4.3468825143798996e-5,2.413305511038956e-5,0.3569879272536106,0.597484666961095
"Mattresses, beds, and pillows",SleepMaker,34,0.38206500246064706,0.00199069293220762,9.605279967355836e-4,0.0010301649354720367,0.5174906279139766,0.7193682144173292
"Mattresses, beds, and pillows",Sleeping Duck,34,0.2298391226942059,0.0012906064086287044,7.180718912390055e-4,5.725345173896989e-4,0.4436166700876904,0.6660455465564576
"Mattresses, beds, and pillows",Sleepyhead,34,0.07479060309167647,4.903638108671564e-4,2.790446883107971e-4,2.1131912255635928e-4,0.43094355226309183,0.6564629100437372
"Mattresses, beds, and pillows",Snooze,24,0.3765091984198333,0.0017166505490282169,0.0010003715356599232,7.162790133682937e-4,0.417253828260955,0.6459518776665604
Men's Clothing (Male Only),Calibre,25,0.06802800848468,2.674877042102898e-4,2.71320442953633e-4,0,0,0
Men's Clothing (Male Only),Connor,25,0.32803362025396,9.908146865149885e-4,9.334816570220094e-4,5.7333029492979146e-5,0.05786453337166177,0.24055047988241837
Men's Clothing (Male Only),Cotton On,25,0.41327337922244,0.002572789368513475,0.0010178772768461887,0.0015549120916672865,0.6043682046796138,0.777411219805589
Men's Clothing (Male Only),Hallenstein Brothers,25,0.04879670378072,2.456787509492024e-4,1.9400718470506426e-4,5.1671566244138127e-5,0.21032167431859813,0.45860841064965013
Men's Clothing (Male Only),Industrie,25,0.19503193082256,0.0012297981175433234,6.636795967424386e-4,5.661185208008848e-4,0.4603345156616257,0.6784795617125292
Men's Clothing (Male Only),Jack London,25,0.06554223635896,3.5640369974857374e-4,2.596544162215542e-4,9.674928352701955e-5,0.27145981816482734,0.5210180593461491
Men's Clothing (Male Only),M.J. Bale,25,0.09533159463648,4.5316666783312053e-4,3.6275693116334624e-4,9.040973666977429e-5,0.19950659015165662,0.44666160586248804
Men's Clothing (Male Only),Oxford,25,0.13409033339584,4.196629806195405e-4,4.925836196368808e-4,0,0,0
Men's Clothing (Male Only),Peter Jackson,25,0.18343952337992,8.472414440479107e-4,6.291905663736606e-4,2.1805087767425013e-4,0.2573656886193584,0.5073122200571936
Men's Clothing (Male Only),Politix,25,0.11922793609088,5.312513152419285e-4,4.436867289004729e-4,8.756458634145563e-5,0.16482704857225486,0.4059889759245377
Men's Clothing (Male Only),Tarocash,25,0.20600442654728,8.880746536833795e-4,6.910966338776786e-4,1.969780198057009e-4,0.22180344747900937,0.4709601336408522
Men's Clothing (Male Only),yd.,25,0.186199178559,6.405876465828349e-4,6.420087962896509e-4,0,0,0
Men's Online Health Providers,Advanced Hair Studio,22,0.058514763426545456,1.872749117077889e-4,1.869138729694815e-4,3.6103873830739433e-7,0.0019278542705748795,0.04390733732048528
Men's Online Health Providers,Ashley & Martin,42,0.11280260635997619,0.004712541681645446,3.5340606253590377e-4,0.0043591356191095415,0.9250073343834048,0.9617730160403778
Men's Online Health Providers,Burst Health,32,0.02972181762853125,2.2511492807236706e-4,9.81087107585532e-5,1.2700621731381385e-4,0.564183896649384,0.7511217588709462
Men's Online Health Providers,Doctors (e.g. GP),29,0.42035223031789654,0.0021483412204935867,8.125326098885385e-4,0.0013358086106050483,0.6217860542182135,0.7885341173457325
Men's Online Health Providers,His Clinic,42,0.06183163422916667,0.0011171741072725121,2.0505072452955972e-4,9.121233827429524e-4,0.8164558924211249,0.9035794887120474
Men's Online Health Providers,Manscaped,42,0.15367335561040477,0.00306982158789664,4.618482615216661e-4,0.002607973326374974,0.8495520836316379,0.9217114969618411
Men's Online Health Providers,Men's Health Clinic,42,0.2316541715578095,0.006873767142493941,6.262915062779157e-4,0.006247475636216026,0.9088867147671976,0.9533555028252565
Men's Online Health Providers,Mosh,42,0.09554802630826191,0.0023422217727997437,3.160007260781285e-4,0.0020262210467216152,0.8650850531116013,0.9300994855990413
Men's Online Health Providers,Pilot,42,0.08974017185566667,5.842889771833734e-4,2.9289311777046955e-4,2.913958594129038e-4,0.49871873472200057,0.7062002086674859
Men's Online Health Providers,Rosemary Health,42,0.043442081301714286,6.857825449426312e-4,1.6041349316512097e-4,5.253690517775102e-4,0.7660869406080606,0.8752639262577092
Men's Online Health Providers,Simple Online Doctor,20,0.08577658872,2.8394622772461806e-4,2.6975924085647626e-4,1.4186986868141801e-5,0.04996363917854505,0.22352547769447906
Men's Online Health Providers,Stagger,29,0.025636152783137932,1.260044960450935e-4,8.422326242779051e-5,4.178123361730298e-5,0.33158526027793994,0.5758344035206128
Men's Online Health Providers,The Hairy Pill,22,0.03790869106245454,2.4706867887054975e-4,1.1990266838079994e-4,1.271660104897498e-4,0.514699034580493,0.7174252815314589
News or Media Sources,Cheek Media Co.,22,0.013065740996409092,4.942569360658329e-5,4.6791999569176914e-5,2.633694037406376e-6,0.05328592975082861,0.23083745309379197
News or Media Sources,Hack,22,0.06923545527336364,2.7412477361860347e-4,2.399115091979786e-4,3.421326442062486e-5,0.12480909320595232,0.35328330445402073
News or Media Sources,Nine,22,0.6833507526940454,0.001142171352761398,7.88823360503877e-4,3.53347992257521e-4,0.30936513282638434,0.55620601653199
News or Media Sources,Pedestrian,22,0.044783509252954545,1.5422907760380758e-4,1.5762597182262354e-4,0,0,0
News or Media Sources,Shameless Media,22,0.025004310738636362,9.074735149821221e-5,9.154808929578809e-5,0,0,0
News or Media Sources,The Daily Aus,22,0.06554194947127273,1.95143562241205e-4,2.270638992392859e-4,0,0,0
News or Media Sources,The Guardian,22,0.3254093729645909,8.105462478006566e-4,8.022484652915852e-4,8.29778250907142e-6,0.010237272125540889,0.10117940563939327
Online Market Places,Amazon,14,0.654601356135,9.297957246330172e-4,8.652906834895104e-4,6.450504114350675e-5,0.06937549768683478,0.26339228858650127
Online Market Places,Depop,14,0.07198141526857144,2.9568512431806486e-4,2.5678820261726404e-4,3.889692170080082e-5,0.13154845645518468,0.36269609379642437
Online Market Places,Etsy,14,0.2730289963132857,5.344227165741689e-4,7.556208132763216e-4,0,0,0
Online Market Places,Facebook Marketplace,14,0.46638985915957143,7.574808705697352e-4,9.483464104889481e-4,0,0,0
Online Market Places,Grays,14,0.10491503667978572,2.827999862434902e-4,3.601466099177479e-4,0,0,0
Online Market Places,Gumtree,14,0.3969010999887857,8.94788028249782e-4,9.120317887994334e-4,0,0,0
Online Market Places,Tradingpost,14,0.09540528103171428,2.5347073234112107e-4,3.298379451867341e-4,0,0,0
Online Market Places,eBay,14,0.7001567718178572,7.530931580921094e-4,7.98638442258743e-4,0,0,0
Online Outlet Retailer,David Jones,13,0.45191665089346156,0.001060287934985679,9.436155451122229e-4,1.1667238987345607e-4,0.11003840185640887,0.3317203669605001
Online Outlet Retailer,Ozsale,13,0.18231759272623077,5.395161380713019e-4,5.670783368063839e-4,0,0,0
Online Outlet Retailer,THE OUTNET,13,0.03512235214061538,6.92157539315307e-5,1.3079562317241058e-4,0,0,0
Online Outlet Retailer,The Archive Place,13,0.02506953309253846,1.46576291063348e-4,9.497690722898145e-5,5.1599383834366545e-5,0.35203090117804997,0.5933219203586279
