category_name,brand_name,sos,soc,soa,sop,consideration,awareness,conversion,waves
Breakfast or Health Foods,Morning Sun,0.245151309159504,0.06459191030246952,0.08859452570427549,0.03892748555254177,0.08692566563995,0.18993972640505,0.4642463702747854,40
Breakfast or Health Foods,Sonoma Bakery,0.07618052838542595,0.022613464026502786,0.02410217722323356,0.018430527495320502,0.030140869119375,0.051964827078225,0.5786412074587189,40
Breakfast or Health Foods,Uncle Tobys,0.6065404876163314,0.4839733141826683,0.3986025212612037,0.6400215576017758,0.645982672951725,0.8501002033999,0.7594924963678303,40
Cafes,Cafe 63,0.12271072402208082,0.04622939815694266,0.03697163883188743,0.05218956843768647,0.10063099733282353,0.13221214445341176,0.760768732781824,17
Cafes,Gloria Jeans,0.131301362077068,0.2128749985731751,0.21817185947577,0.19490180786321054,0.46219410552994117,0.7789425966331176,0.5935045931450531,17
Cafes,Jamaica Blue,0.045884642938716386,0.12837529842098502,0.12822882951628123,0.08844733245483505,0.2789125512614706,0.45702519204611763,0.6107518887386484,17
Cafes,Krispy Kreme,0.31265350052961577,0.0795954591228804,0.08853733977169037,0.06540676787217399,0.18453509900929413,0.34766721242841175,0.5306805572839852,17
Cafes,Starbucks,0.022912835236728765,0.21898475384821836,0.2431651418596217,0.2569141408096612,0.475617336838,0.8690940751834706,0.5476128984589594,17
Cafes,The Coffee Club,0.24539503088349093,0.2311018034099389,0.2025301773415252,0.26022852431820687,0.5020212417154706,0.7223218664909999,0.6951567149703529,17
Cafes,Zarraffa's,0.11914190431229935,0.08283828846785955,0.08239501320322405,0.08191185824422588,0.1802925356912353,0.29489574338335295,0.6095362580649535,17
Car Insurance,AAMI,0.19456856417555166,0.2400188657253203,0.18186724238111346,0.2686547114251766,0.4115642512442903,0.8055552119963226,0.5111037200201112,31
Car Insurance,Bingle,0.02437337382616431,0.037445691551134606,0.08326869990279148,0.02022967989809655,0.06412766691709677,0.3694291495034194,0.174611285612158,31
Car Insurance,Budget Direct,0.15584404798903254,0.18667646135952057,0.16420772287858862,0.1771422083030428,0.3209858331599355,0.7277924852456774,0.4404186440714681,31
Car Insurance,Huddle,0.004800471008847012,0.008822874045333808,0.011134783110408887,0.009807249275689472,0.015123479445387096,0.04958247637219355,0.30653330567396236,31
Car Insurance,NRMA,0.16930230804448276,0.1844418033075838,0.15861942828229672,0.22132205829901783,0.31575843703967743,0.7025560284955806,0.44970209691447616,31
Car Insurance,RACQ,0.15406719675694164,0.09953681330058455,0.11126052998625599,0.11320028773210067,0.17069823191464517,0.4931063735687742,0.34668886566962215,31
Car Insurance,ROLLiN' Insurance,0.0034610856790841644,0.007552627333308523,0.009686631364910043,0.010263680002519024,0.01295604366716129,0.04295730966032258,0.3006656152938029,31
Car Insurance,Suncorp,0.23352053384218602,0.09190862970777565,0.12041783058240448,0.07745252943071414,0.15770956482990323,0.5331835091871936,0.2952092545103635,31
Car Insurance,Youi,0.06006241867770989,0.1435962336694382,0.15953713151123033,0.10192759563364291,0.24743646345648387,0.7073054846957741,0.34937905109461553,31
"Chips, Crisps, Crackers",Boulder,0.006031036972077128,0.022855674288939393,0.030167605356642077,0.018035456188258612,0.03205138689497297,0.05335941251818919,0.5953727514226911,37
"Chips, Crisps, Crackers",Burts,0.3067593394306379,0.021375459676019993,0.02834320723451063,0.015375123443399495,0.029892563305783784,0.050072124599108106,0.5987487438372061,37
"Chips, Crisps, Crackers",Kettle,0.2595271837088387,0.46339879002629586,0.47016878463152395,0.38916138926037147,0.652188558850946,0.8327978626005135,0.782868330462324,37
"Chips, Crisps, Crackers",Red Rock Deli,0.4276824398884463,0.4923700760087447,0.47132040277732334,0.5774280311079705,0.6934324790887028,0.8348930844931621,0.8301582075882955,37
Chocolate,Cadbury,0.299418578421241,0.23602976439045686,0.19132977091420447,0.5180244112000838,0.8072451955746858,0.9140705806245428,0.8830002030145484,35
Chocolate,Darrell Lea,0.09931310986848557,0.1445272633787736,0.1558755541956876,0.06679969315557976,0.49531326571354284,0.7454755658744857,0.663740230264745,35
Chocolate,Ferrero,0.15277018291944772,0.16682862785060526,0.17243649646125167,0.09842364825554013,0.5706666230534285,0.8240800311205714,0.6924825523641682,35
Chocolate,Lindt,0.1753921192102301,0.18367517210499637,0.17539648854123172,0.2080007219039208,0.628405399797,0.8381907690073714,0.7497246989747804,35
Chocolate,Nestlé,0.23545472520041683,0.16579028646292537,0.1775426096967946,0.05231867604088991,0.5676968755382,0.8485413818418001,0.6687646775117001,35
